contract_id,condition,question_id,question_target,ground_truth,expect_clash,clash_type,validation_passed,total_attempts,hard_reject,hard_reject_reason,accepted_at_attempt,error,rouge_l,bertscore_precision,bertscore_recall,bertscore_f1,latency_rag,latency_extraction,latency_validation,latency_total
001,ovrag,Q1,Loan type classification,CLEAN,False,,True,1,False,,0,,0.625,0.9263,0.933,0.9296,1.3755230903625488,4.592294931411743,1.2813661098480225,7.2492921352386475
001,ovrag,Q2,Party classification,CLEAN,False,,True,1,False,,0,,0.6111,0.9448,0.929,0.9368,1.4264471530914307,5.3105387687683105,0.8590948581695557,7.596249103546143
001,ovrag,Q3,SecuredLoan / UnsecuredLoan disjointness,CLEAN,False,,True,1,False,,0,,0.5882,0.9655,0.9662,0.9659,1.3213789463043213,5.123277187347412,0.8318490982055664,7.276623010635376
001,ovrag,Q4,OpenEndCredit / ClosedEndCredit disjointness,CLEAN,False,,True,1,False,,0,,0.4615,0.8905,0.9448,0.9169,1.4794471263885498,4.357901334762573,0.9597299098968506,6.797181844711304
001,ovrag,Q5,Comprehensive extraction,CLEAN,False,,True,1,False,,0,,0.55,0.8792,0.9385,0.9079,1.5592551231384277,5.734659194946289,0.8679642677307129,8.162003755569458
001,plain,Q1,Loan type classification,CLEAN,False,,,1,False,,,,0.3333,0.8822,0.9243,0.9027,1.119560956954956,0.0,0.0,1.1195769309997559
001,plain,Q2,Party classification,CLEAN,False,,,1,False,,,,0.6111,0.9448,0.929,0.9368,0.96940016746521,0.0,0.0,0.9694128036499023
001,plain,Q3,SecuredLoan / UnsecuredLoan disjointness,CLEAN,False,,,1,False,,,,0.5882,0.9655,0.9662,0.9659,0.7446162700653076,0.0,0.0,0.7446231842041016
001,plain,Q4,OpenEndCredit / ClosedEndCredit disjointness,CLEAN,False,,,1,False,,,,0.4,0.8641,0.9592,0.9091,1.382681131362915,0.0,0.0,1.3826899528503418
001,plain,Q5,Comprehensive extraction,CLEAN,False,,,1,False,,,,0.5542,0.8934,0.9462,0.919,1.8826439380645752,0.0,0.0,1.8826558589935303
